team_name,possession__your_possession_time_seconds,possession__attacking_third_possession_seconds,possession__attacking_third_possession_pct_of_team,possession__possession_pct,distribution__passes,distribution__successful_passes,distribution__intercepted_passes,distribution__unsuccessful_passes,distribution__short_passes,distribution__long_passes,distribution__crosses,distribution__through_passes,distribution__header_passes,distribution__forward_passes,distribution__lateral_passes,distribution__back_passes,distribution__passing_accuracy_pct,distribution__assists,distribution__key_passes,attack__goals,attack__shots,attack__shots_on_target,attack__shots_off_target,attack__blocked_shots,attack__shot_creating_actions,defense__tackles,defense__successful_tackles,defense__tackles_success_rate_pct,defense__clearances,defense__interceptions,defense__recoveries,defense__recoveries_attacking_third,defense__recoveries_attacking_third_pct,defense__blocks,defense__saves,general__duels,general__duels_won,general__duels_success_rate_pct,general__aerial_duels,general__ground_duels,general__offsides,general__corner_awarded,discipline__fouls_conceded,discipline__yellow_cards,discipline__red_cards,match_rating_attack,match_rating_defense,match_rating_distribution,match_rating_general,match_rating_discipline,overall_rating,outcome_score,added_at,match_number,match_id,is_synthetic,match_rating_overall
De La Salle University,2041.923,317.315,15.54,36.77,92,69,8,23,73,7,4,0,1,2,4,12,75.15,0,2,0,3,1,2,0,3,4,3,75.0,15,6,6,1,16.67,0,0,15,5,33.33,3,12,0,0,6,1,0,4.35,5.55,4.68,3.53,6.27,4.83,0.426,2025-04-27T14:07:44.040074+00:00,928,De_La_Salle_University_20251208181114_928,1,4.83
University of Santo Tomas,4111.393,765.13,18.61,77.6,159,111,18,48,112,10,17,7,2,6,4,15,69.88,0,3,0,9,3,6,0,8,17,12,70.59,3,3,2,0,0.0,1,0,46,16,34.78,13,33,0,3,2,1,0,5.44,4.75,4.41,5.02,6.57,5.1,0.456,2025-07-04T02:42:10.040074+00:00,500,University_of_Santo_Tomas_20251208181114_500,1,5.1
Northbridge FC,2036.864,704.551,34.59,37.29,105,75,8,30,76,11,5,2,2,4,4,6,71.17,0,2,0,3,1,2,0,3,2,1,50.0,10,8,10,2,20.0,0,0,27,12,44.44,0,27,2,1,4,1,0,4.44,5.11,5.07,3.55,6.3,4.82,0.424,2025-07-16T14:08:41.040074+00:00,403,Northbridge_FC_20251208181114_403,1,4.82
Coastal Town,2913.75,469.988,16.13,52.02,89,63,4,26,68,7,2,2,1,4,4,2,71.03,0,1,0,5,2,3,0,5,15,8,53.33,7,1,7,2,28.57,1,2,50,25,50.0,22,28,1,1,3,0,0,5.09,6.65,3.66,4.97,6.84,5.4,0.489,2025-11-21T23:49:46.041012+00:00,138,Coastal_Town_20251208181114_138,1,5.4
2 Worlds FC,3238.675,541.506,16.72,60.91,180,121,16,59,128,29,15,7,4,0,0,13,66.96,0,3,1,8,3,5,1,7,0,0,63.17,8,6,1,0,0.0,1,1,16,7,43.75,7,9,1,2,3,1,0,4.51,3.92,4.4,3.78,6.63,4.43,0.381,2025-06-09T21:11:05.041012+00:00,810,2_Worlds_FC_20251208181114_810,1,4.43
Far Eastern University,3978.077,764.189,19.21,72.74,239,178,24,61,171,38,4,0,3,9,14,26,74.6,1,4,1,7,4,3,1,9,24,8,33.33,5,2,6,1,16.67,0,2,21,12,57.14,2,19,1,3,4,1,0,5.05,4.58,5.17,3.3,6.44,4.84,0.427,2025-06-29T03:04:23.041012+00:00,194,Far_Eastern_University_20251208181114_194,1,4.84
Adamson University,3796.867,639.013,16.83,73.0,180,125,8,55,125,22,13,3,5,5,9,27,69.54,0,4,1,11,5,6,1,9,18,10,55.56,3,2,5,1,20.0,1,2,46,23,50.0,10,36,2,0,2,0,0,5.79,6.41,5.14,3.64,7.16,5.67,0.519,2025-09-07T04:53:44.041012+00:00,216,Adamson_University_20251208181114_216,1,5.67
University of the Philippines,1141.474,137.205,12.02,22.5,39,33,1,6,23,5,3,1,0,3,3,3,84.75,0,1,0,2,1,1,0,2,3,2,66.67,11,0,13,3,23.08,1,1,6,3,50.0,0,6,0,1,12,0,0,4.9,4.88,3.81,4.32,6.99,4.8,0.422,2025-08-17T23:26:47.041012+00:00,806,University_of_the_Philippines_20251208181114_806,1,4.8
Far Eastern University,2880.194,467.167,16.22,57.36,163,118,9,45,118,18,10,6,2,3,5,23,72.31,1,3,0,4,2,2,0,4,11,6,54.55,10,4,9,2,22.22,1,3,25,14,56.0,8,17,0,0,3,1,0,4.22,5.24,4.64,5.0,6.21,4.9,0.433,2025-07-17T18:19:22.041012+00:00,825,Far_Eastern_University_20251208181114_825,1,4.9
Valley Rovers,2386.356,536.691,22.49,46.01,88,66,5,22,72,11,2,5,3,0,0,4,75.47,0,2,1,7,3,4,1,7,6,3,50.0,12,0,5,2,40.0,0,3,26,11,42.31,10,16,1,2,4,0,0,4.63,4.48,4.1,4.79,7.34,4.78,0.42,2025-03-07T09:47:52.041012+00:00,947,Valley_Rovers_20251208181114_947,1,4.78
Valley Rovers,2206.247,447.427,20.28,43.47,67,61,2,6,51,4,7,4,0,0,0,4,91.42,0,1,0,2,1,1,0,3,10,6,60.0,5,5,13,2,15.38,1,0,18,11,61.11,1,17,1,0,6,2,0,4.1,5.07,5.1,4.0,5.91,4.74,0.416,2025-05-17T13:41:31.041012+00:00,171,Valley_Rovers_20251208181114_171,1,4.74
Northbridge FC,2454.883,467.901,19.06,45.43,119,74,18,45,91,11,4,1,2,4,7,8,61.96,0,1,1,6,3,3,0,4,1,1,100.0,10,5,14,2,14.29,1,0,11,6,54.55,2,9,0,1,0,0,0,4.86,4.89,3.66,3.96,7.26,4.74,0.416,2025-10-16T07:59:08.042012+00:00,968,Northbridge_FC_20251208181114_968,1,4.74
Mapúa University,2505.735,659.76,26.33,47.82,102,73,10,29,74,13,7,2,1,2,3,7,71.17,0,1,0,4,1,3,0,5,4,2,50.0,11,0,6,1,16.67,1,0,1,0,0.0,0,1,0,0,6,0,0,3.22,5.06,4.46,3.14,7.3,4.38,0.376,2025-11-25T10:19:18.042012+00:00,927,Mapúa_University_20251208181114_927,1,4.38
Northbridge FC,1370.004,287.838,21.01,27.49,73,54,8,19,47,8,0,2,3,4,10,12,74.06,0,2,0,3,1,2,0,3,2,1,50.0,15,3,17,5,29.41,0,1,9,2,22.22,2,7,2,2,10,0,0,4.11,5.43,4.75,4.04,7.82,4.97,0.441,2025-06-12T05:55:03.042012+00:00,186,Northbridge_FC_20251208181114_186,1,4.97
Lakeside Athletic,2167.464,458.419,21.15,42.69,110,79,14,31,74,18,5,2,2,4,6,8,72.12,1,3,0,3,1,2,0,3,9,6,66.67,12,2,13,1,7.69,0,0,21,11,52.38,3,18,2,4,8,1,0,4.83,3.98,5.68,4.6,6.61,4.91,0.434,2025-11-27T19:53:50.042012+00:00,918,Lakeside_Athletic_20251208181114_918,1,4.91
Coastal Town,3009.648,150.482,5.0,57.3,103,78,6,25,76,8,6,0,1,4,7,10,75.93,0,2,0,3,2,1,0,4,14,6,42.86,11,3,1,0,0.0,1,0,18,6,33.33,9,9,1,1,6,0,0,3.17,5.52,4.81,4.28,6.82,4.68,0.409,2025-04-28T00:05:14.042012+00:00,859,Coastal_Town_20251208181114_859,1,4.68
Northbridge FC,4511.002,1224.737,27.15,90.54,153,121,11,32,117,14,9,4,1,6,3,11,79.26,0,3,1,7,2,5,0,6,11,8,72.73,2,3,2,0,0.0,0,2,30,21,70.0,0,30,2,3,1,0,0,5.87,5.03,5.2,4.52,7.88,5.51,0.501,2025-09-08T11:35:19.042012+00:00,447,Northbridge_FC_20251208181114_447,1,5.51
San Beda University,2503.104,429.533,17.16,44.94,102,78,10,24,75,10,2,4,1,2,8,9,76.47,0,2,0,5,2,3,0,6,13,9,69.23,10,7,10,2,20.0,1,0,19,10,52.63,5,14,0,1,7,1,0,4.15,5.39,5.03,3.68,6.04,4.8,0.422,2025-03-09T10:14:12.042012+00:00,665,San_Beda_University_20251208181114_665,1,4.8
City United,3720.171,255.576,6.87,69.45,86,65,12,21,57,4,6,3,2,6,9,11,76.1,0,1,1,5,2,3,1,6,18,9,50.0,0,0,8,1,12.5,2,0,38,23,60.53,14,24,0,2,3,2,0,4.76,5.98,4.94,3.61,5.93,5.09,0.454,2024-12-10T20:39:53.042012+00:00,100,City_United_20251208181114_100,1,5.09
University of the Philippines,1035.508,153.462,14.82,19.52,31,25,3,6,21,3,2,1,1,2,3,4,79.39,0,0,0,2,1,1,0,2,2,2,100.0,11,9,3,1,33.33,2,0,1,0,0.0,0,1,0,0,3,1,0,4.3,5.07,4.62,4.42,5.68,4.73,0.414,2025-03-22T23:06:35.042012+00:00,869,University_of_the_Philippines_20251208181114_869,1,4.73
University of Santo Tomas,1837.511,475.364,25.87,33.06,140,106,12,34,110,11,11,5,3,0,0,24,75.55,0,4,0,3,1,2,0,4,12,7,58.33,3,12,11,2,18.18,1,1,9,3,33.33,1,8,0,1,11,0,0,4.53,4.73,4.4,4.31,7.8,4.86,0.429,2025-04-03T08:57:38.042012+00:00,521,University_of_Santo_Tomas_20251208181114_521,1,4.86
Brookside United,1772.344,167.309,9.44,32.98,74,49,13,25,54,10,8,4,3,0,0,6,66.16,0,1,0,4,1,3,0,4,5,4,80.0,15,13,2,0,0.0,1,3,10,5,50.0,3,7,2,2,12,1,0,4.11,5.44,4.08,3.79,6.33,4.65,0.406,2025-03-26T11:18:26.042012+00:00,11,Brookside_United_20251208181114_11,1,4.65
Adamson University,2259.871,593.668,26.27,40.48,91,70,7,21,69,9,7,5,1,0,0,7,76.45,0,2,0,3,1,2,0,3,6,3,50.0,9,6,6,1,16.67,0,1,34,15,44.12,11,23,1,1,3,1,0,4.54,5.04,4.46,4.99,6.26,4.9,0.433,2025-01-10T00:50:28.042012+00:00,743,Adamson_University_20251208181114_743,1,4.9
Northbridge FC,2393.05,365.658,15.28,45.86,94,57,14,37,63,8,6,5,2,2,8,9,60.19,0,2,0,4,0,4,0,5,14,7,50.0,9,9,9,3,33.33,0,0,14,6,42.86,1,13,1,0,7,2,0,4.37,4.89,4.1,3.63,5.54,4.48,0.387,2024-12-09T11:14:04.043515+00:00,661,Northbridge_FC_20251208181114_661,1,4.48
Northbridge FC,3802.613,546.435,14.37,69.44,161,116,24,45,126,11,7,6,2,5,5,6,71.96,0,1,0,6,2,4,1,8,19,10,52.63,4,3,5,1,20.0,2,0,6,2,33.33,1,5,0,0,3,1,0,5.02,4.29,4.3,3.29,5.85,4.51,0.39,2025-11-20T14:39:12.043515+00:00,200,Northbridge_FC_20251208181114_200,1,4.51
De La Salle University,2203.997,669.795,30.39,44.24,76,53,6,23,55,12,4,2,0,1,2,7,69.64,0,2,0,4,2,2,0,6,13,8,61.54,10,9,6,1,16.67,0,0,19,8,42.11,10,9,2,1,5,2,0,5.19,5.36,3.61,2.53,4.99,4.53,0.392,2025-06-06T02:08:00.043515+00:00,88,De_La_Salle_University_20251208181114_88,1,4.53
Northbridge FC,3375.961,1063.09,31.49,60.32,176,135,20,41,151,7,12,5,5,0,0,11,76.47,0,3,0,3,1,2,0,3,3,1,33.33,10,4,4,1,25.0,1,0,40,25,62.5,7,33,0,1,4,1,0,4.44,4.82,5.08,3.25,6.24,4.69,0.41,2025-03-01T17:02:42.043515+00:00,586,Northbridge_FC_20251208181114_586,1,4.69
Far Eastern University,2772.383,274.466,9.9,49.49,107,84,3,23,76,16,5,6,2,1,1,5,78.5,0,2,0,3,2,1,0,2,9,7,77.78,3,8,10,2,20.0,2,2,23,10,43.48,9,14,0,2,9,1,1,3.37,5.17,5.72,4.71,4.0,4.59,0.399,2025-09-19T20:58:12.043515+00:00,893,Far_Eastern_University_20251208181114_893,1,4.59
Lakeside Athletic,3284.354,302.817,9.22,65.21,209,144,23,65,154,38,15,7,4,0,0,18,69.07,0,4,1,8,2,6,1,11,13,8,61.54,3,0,6,1,16.67,2,1,30,6,20.0,5,25,1,1,5,0,0,5.88,4.33,4.95,3.42,6.82,5.01,0.446,2025-07-15T10:14:27.043515+00:00,647,Lakeside_Athletic_20251208181114_647,1,5.01
Riverside FC,2095.809,360.689,17.21,38.09,54,35,4,19,30,6,6,2,1,3,6,7,64.58,0,2,0,4,1,3,0,4,3,1,33.33,14,6,8,2,25.0,3,1,7,4,57.14,2,5,0,2,6,0,0,4.52,5.25,3.6,5.05,6.84,4.85,0.428,2025-05-16T01:18:26.043515+00:00,257,Riverside_FC_20251208181114_257,1,4.85
Lakeside Athletic,3190.713,873.617,27.38,61.15,180,108,33,72,129,15,13,4,2,9,8,21,60.14,1,6,1,6,2,4,0,7,17,13,76.47,7,3,8,2,25.0,0,2,13,6,46.15,2,11,2,3,3,0,0,4.74,5.32,4.57,4.74,7.74,5.17,0.463,2025-06-17T19:13:59.044523+00:00,464,Lakeside_Athletic_20251208181114_464,1,5.17
Lyceum,2292.467,246.899,10.77,42.7,72,51,8,21,50,6,7,3,2,2,3,6,70.4,0,2,0,6,1,5,0,4,8,4,50.0,14,4,0,0,0.0,1,0,14,5,35.71,5,9,0,0,4,0,0,5.75,5.5,4.72,3.24,7.12,5.26,0.473,2025-07-25T15:45:02.044523+00:00,701,Lyceum_20251208181114_701,1,5.26
Lakeside Athletic,2689.299,155.71,5.79,52.25,184,144,8,40,138,24,8,4,5,2,4,18,78.44,0,7,0,4,2,2,0,5,14,10,71.43,7,3,8,1,12.5,1,0,19,9,47.37,6,13,1,1,5,0,0,5.37,4.57,4.93,3.56,6.64,4.93,0.437,2025-10-14T08:13:39.044523+00:00,399,Lakeside_Athletic_20251208181114_399,1,4.93
Lakeside Athletic,1777.541,240.146,13.51,34.88,63,46,6,17,42,8,4,1,2,3,2,9,72.88,0,1,0,4,2,2,0,3,11,8,72.73,10,6,2,0,0.0,1,1,18,12,66.67,7,11,1,1,8,1,0,4.76,5.42,4.95,4.28,5.8,5.02,0.447,2025-03-03T14:55:47.044523+00:00,283,Lakeside_Athletic_20251208181114_283,1,5.02
Adamson University,3364.996,941.862,27.99,60.84,159,90,26,69,110,18,5,2,3,10,12,14,56.89,0,3,1,8,2,6,0,7,20,12,60.0,4,4,5,1,20.0,1,1,29,18,62.07,5,24,1,1,4,0,0,5.0,4.72,4.17,4.61,7.54,4.96,0.44,2025-07-30T06:00:33.044523+00:00,460,Adamson_University_20251208181114_460,1,4.96
Adamson University,1542.86,155.366,10.07,27.8,69,60,4,9,50,12,4,2,1,0,0,7,86.75,0,1,0,3,1,2,0,3,4,2,50.0,12,8,20,5,25.0,0,0,16,5,31.25,5,11,2,0,9,2,0,4.33,5.06,4.18,3.82,6.75,4.67,0.408,2025-08-03T15:21:34.044523+00:00,335,Adamson_University_20251208181114_335,1,4.67
Brookside United,3677.428,327.291,8.9,68.49,154,121,5,33,116,16,5,7,3,3,4,13,78.45,1,4,1,8,4,4,1,10,11,9,81.82,7,1,5,2,40.0,1,2,33,16,48.48,9,24,2,2,4,0,0,5.46,4.04,5.76,4.28,7.28,5.14,0.46,2024-12-26T04:26:45.044523+00:00,110,Brookside_United_20251208181114_110,1,5.14
San Beda University,2762.611,593.961,21.5,52.22,119,89,9,30,81,16,7,4,1,4,5,15,74.5,0,2,1,5,2,3,1,5,3,1,33.33,10,3,7,2,28.57,1,1,9,5,55.56,3,6,1,0,7,2,0,5.99,5.32,5.01,3.48,5.67,5.22,0.469,2025-07-12T12:48:44.044523+00:00,39,San_Beda_University_20251208181114_39,1,5.22
Coastal Town,1848.782,300.612,16.26,35.23,44,34,4,10,29,7,0,2,1,2,3,6,76.21,0,0,0,3,1,2,0,3,7,3,42.86,8,6,7,2,28.57,1,0,14,9,64.29,3,11,0,2,6,0,0,4.18,4.36,3.57,3.91,6.98,4.35,0.372,2025-02-16T05:24:11.045524+00:00,692,Coastal_Town_20251208181114_692,1,4.35
Riverside FC,1982.352,512.636,25.86,36.34,76,58,6,18,56,11,4,4,2,0,0,6,75.67,0,2,0,2,1,1,0,2,6,4,66.67,9,8,16,4,25.0,1,0,10,6,60.0,3,7,0,0,7,0,0,4.74,4.95,4.51,4.02,7.21,4.9,0.433,2025-06-28T05:23:23.045524+00:00,705,Riverside_FC_20251208181114_705,1,4.9
San Beda University,2061.108,103.055,5.0,39.51,82,62,8,20,54,6,1,5,1,7,8,10,75.95,0,1,0,4,1,3,0,5,7,3,42.86,10,6,6,2,33.33,1,0,16,11,68.75,7,9,0,0,3,0,0,4.43,5.77,4.18,3.7,7.71,4.98,0.442,2024-12-15T23:22:25.045524+00:00,262,San_Beda_University_20251208181114_262,1,4.98
Coastal Town,2976.229,502.387,16.88,53.6,143,109,5,34,109,20,10,5,2,0,0,11,76.04,0,4,1,6,2,4,0,8,7,3,42.86,8,5,5,1,20.0,2,1,12,7,58.33,3,9,0,0,4,0,0,5.2,5.7,4.79,3.83,7.27,5.27,0.474,2025-07-27T05:09:58.045524+00:00,179,Coastal_Town_20251208181114_179,1,5.27
Coastal Town,2091.813,371.715,17.77,37.56,98,75,6,23,72,13,7,5,1,0,0,0,76.58,0,1,0,4,1,3,0,4,4,3,75.0,14,6,8,2,25.0,0,1,20,8,40.0,5,15,0,0,6,1,0,3.7,5.85,4.03,4.47,6.54,4.76,0.418,2025-11-04T00:47:43.045524+00:00,411,Coastal_Town_20251208181114_411,1,4.76
Valley Rovers,2234.777,407.176,18.22,41.89,144,121,8,23,93,18,12,6,3,7,5,4,84.29,0,4,0,3,1,2,0,3,3,2,66.67,4,6,6,1,16.67,1,0,20,10,50.0,10,10,1,2,9,0,0,5.11,3.49,5.45,3.84,7.67,4.8,0.422,2025-06-24T06:58:06.045524+00:00,75,Valley_Rovers_20251208181114_75,1,4.8
Coastal Town,1350.991,255.337,18.9,24.51,42,31,3,11,28,3,3,1,1,4,3,5,72.66,0,1,0,1,0,1,0,1,4,3,75.0,15,16,12,3,25.0,1,0,6,3,50.0,3,3,0,0,6,0,0,3.65,5.53,3.73,4.71,7.0,4.68,0.409,2025-07-11T18:56:13.045524+00:00,524,Coastal_Town_20251208181114_524,1,4.68
National University,2523.554,346.989,13.75,47.12,116,86,11,30,72,11,9,3,0,7,14,10,73.92,0,3,0,4,1,3,1,5,13,9,69.23,5,6,3,0,0.0,1,0,14,7,50.0,2,12,0,1,6,0,0,2.85,5.23,4.97,3.68,7.15,4.49,0.388,2025-10-20T02:46:36.046521+00:00,211,National_University_20251208181114_211,1,4.49
Adamson University,3086.11,379.283,12.29,62.04,137,95,17,42,94,22,9,7,2,1,2,1,69.64,0,4,1,7,3,4,0,8,12,7,58.33,6,0,6,2,33.33,3,1,36,19,52.78,11,25,0,2,4,1,0,4.98,5.02,4.44,4.48,6.95,5.01,0.446,2025-04-26T12:42:43.046521+00:00,41,Adamson_University_20251208181114_41,1,5.01
Metro FC,3160.364,367.234,11.62,58.89,158,125,7,33,133,8,10,3,3,0,1,13,79.03,0,1,0,4,1,3,0,5,16,8,50.0,7,4,8,1,12.5,0,1,24,16,66.67,1,23,1,0,5,0,0,5.1,4.87,5.19,4.19,7.49,5.17,0.463,2025-06-04T08:43:34.046521+00:00,872,Metro_FC_20251208181114_872,1,5.17
Coastal Town,3309.137,991.417,29.96,61.44,85,68,6,17,69,2,2,4,3,2,2,11,79.92,0,2,1,5,2,3,1,5,12,8,66.67,3,4,6,1,16.67,0,2,16,9,56.25,6,10,2,0,4,2,0,5.16,5.79,4.57,4.73,5.69,5.21,0.468,2025-04-15T22:02:14.046521+00:00,162,Coastal_Town_20251208181114_162,1,5.21
City United,2770.749,376.822,13.6,54.5,123,96,11,27,79,17,10,5,1,7,6,7,77.92,0,3,0,4,1,3,0,3,11,6,54.55,5,4,6,1,16.67,1,1,3,2,66.67,0,3,0,2,3,0,0,4.01,4.38,4.03,3.58,7.37,4.39,0.377,2025-05-14T12:06:39.046521+00:00,741,City_United_20251208181114_741,1,4.39
Valley Rovers,1157.659,208.61,18.02,22.69,40,30,2,10,27,7,1,2,1,1,1,3,75.19,0,1,0,3,1,2,0,3,4,2,50.0,12,12,5,1,20.0,0,0,10,8,80.0,4,6,2,0,8,1,0,3.75,4.39,4.88,4.37,6.11,4.48,0.387,2025-04-08T16:42:43.046521+00:00,879,Valley_Rovers_20251208181114_879,1,4.48
Coastal Town,3184.359,748.324,23.5,61.28,252,204,16,48,224,40,25,7,6,0,0,32,81.03,0,5,1,5,1,4,1,6,15,5,33.33,6,7,7,1,14.29,0,2,35,16,45.71,6,29,0,1,2,1,0,6.35,5.35,4.93,4.68,6.49,5.57,0.508,2025-10-01T11:06:22.046521+00:00,70,Coastal_Town_20251208181114_70,1,5.57
Riverside FC,3141.346,935.179,29.77,56.7,115,80,13,35,86,14,9,3,4,0,0,10,69.21,0,2,1,5,1,4,0,4,6,4,66.67,10,3,0,0,0.0,1,0,29,12,41.38,2,27,0,1,0,0,0,5.77,4.6,4.72,4.65,6.56,5.15,0.461,2025-05-15T16:19:12.046521+00:00,583,Riverside_FC_20251208181114_583,1,5.15
Northbridge FC,2642.773,459.05,17.37,48.16,119,79,18,40,78,17,16,3,3,2,2,13,66.48,0,1,1,6,2,4,0,7,11,7,63.64,5,6,5,1,20.0,1,1,22,16,72.73,0,22,0,0,4,0,0,4.87,5.33,4.73,3.89,7.54,5.1,0.456,2025-10-27T14:31:21.047523+00:00,308,Northbridge_FC_20251208181114_308,1,5.1
De La Salle University,2580.371,441.76,17.12,48.52,104,92,3,12,86,11,0,0,3,2,2,16,88.94,0,3,0,4,1,3,0,5,15,9,60.0,12,5,8,1,12.5,1,0,19,7,36.84,3,16,0,1,5,0,0,4.72,5.14,5.72,3.81,6.72,5.11,0.457,2025-11-22T03:51:52.047523+00:00,85,De_La_Salle_University_20251208181114_85,1,5.11
2 Worlds FC,1762.026,183.779,10.43,34.73,91,65,7,26,62,7,1,0,3,9,9,0,71.58,0,1,0,4,1,3,0,4,6,3,50.0,5,5,12,2,16.67,2,1,8,3,37.5,2,6,0,0,0,0,0,4.05,5.02,4.49,4.66,6.59,4.75,0.417,2025-05-23T11:23:41.047523+00:00,681,2_Worlds_FC_20251208181114_681,1,4.75
Coastal Town,2188.378,264.575,12.09,40.32,99,72,10,27,61,21,4,4,3,3,4,8,73.19,0,0,0,5,2,3,0,6,0,0,74.01,4,2,11,1,9.09,0,0,25,13,52.0,8,17,0,1,9,0,0,3.94,3.96,3.63,5.02,7.18,4.36,0.373,2025-01-29T11:01:38.047523+00:00,475,Coastal_Town_20251208181114_475,1,4.36
Riverside FC,3783.434,533.464,14.1,71.89,130,86,21,44,76,13,11,4,1,13,11,12,66.33,0,1,0,6,2,4,1,5,10,7,70.0,5,3,5,1,20.0,1,3,37,14,37.84,12,25,0,2,3,0,0,4.15,3.45,4.47,4.11,7.36,4.33,0.37,2025-07-04T20:19:59.047523+00:00,789,Riverside_FC_20251208181114_789,1,4.33
Ateneo de Manila University,1613.648,328.377,20.35,28.77,92,67,7,25,68,12,14,2,2,0,0,7,72.87,0,1,0,3,1,2,0,3,2,1,50.0,16,8,13,5,38.46,2,1,10,5,50.0,6,4,0,1,7,1,0,5.45,4.63,5.84,4.61,6.69,5.3,0.478,2025-10-06T23:57:58.047523+00:00,509,Ateneo_de_Manila_University_20251208181114_509,1,5.3
Highland Wanderers,1717.155,299.815,17.46,32.0,69,47,7,22,51,9,5,1,1,1,1,10,67.49,0,1,0,3,1,2,0,2,10,5,50.0,20,8,11,1,9.09,2,0,15,6,40.0,2,13,0,0,13,1,0,5.23,4.73,4.0,3.87,6.23,4.75,0.417,2025-11-17T16:51:46.047523+00:00,477,Highland_Wanderers_20251208181114_477,1,4.75
Lakeside Athletic,2985.726,156.452,5.24,60.07,237,158,20,79,156,13,21,14,4,19,10,28,66.56,1,5,0,2,1,1,0,2,9,6,66.67,4,3,11,2,18.18,3,0,28,14,50.0,7,21,1,1,5,0,0,4.78,5.19,5.38,4.17,7.28,5.18,0.464,2025-07-16T06:15:15.047523+00:00,193,Lakeside_Athletic_20251208181114_193,1,5.18
University of Santo Tomas,2884.991,579.883,20.1,54.35,114,83,12,31,96,22,7,2,3,0,0,8,72.6,0,2,0,3,1,2,0,3,14,6,42.86,11,3,10,2,20.0,2,0,18,7,38.89,9,9,0,1,5,0,0,5.56,4.85,4.96,4.26,7.71,5.27,0.474,2025-08-04T15:12:05.048519+00:00,729,University_of_Santo_Tomas_20251208181114_729,1,5.27
2 Worlds FC,3860.747,1060.547,27.47,75.88,176,131,19,45,137,10,12,8,6,2,1,4,74.51,0,2,0,5,1,4,0,4,20,9,45.0,3,4,3,1,33.33,3,1,27,18,66.67,11,16,0,1,5,0,0,4.61,4.17,4.97,3.18,6.86,4.58,0.398,2025-02-14T13:49:09.048519+00:00,173,2_Worlds_FC_20251208181114_173,1,4.58
National University,2336.201,305.575,13.08,45.54,114,92,5,22,63,21,7,4,3,7,9,15,80.93,0,2,1,5,2,3,0,3,4,3,75.0,7,10,9,1,11.11,1,0,0,0,48.95,1,0,0,1,9,1,0,5.27,4.56,4.78,4.1,5.69,4.85,0.428,2025-09-27T07:52:03.048519+00:00,136,National_University_20251208181114_136,1,4.85
Mapúa University,3301.715,998.439,30.24,62.96,122,86,13,36,83,11,12,1,3,5,7,15,70.8,1,3,1,7,2,5,0,7,9,6,66.67,5,4,2,0,0.0,0,0,24,11,45.83,0,24,0,2,6,1,0,4.4,4.57,4.05,4.26,5.93,4.51,0.39,2025-09-05T19:20:24.048519+00:00,182,Mapúa_University_20251208181114_182,1,4.51
Coastal Town,4316.611,792.961,18.37,83.33,142,123,4,19,99,17,9,5,2,6,3,11,86.65,0,2,0,4,1,3,0,3,19,9,47.37,4,1,3,0,0.0,0,0,23,16,69.57,10,13,0,3,2,1,0,5.32,5.51,5.43,4.03,6.83,5.37,0.486,2025-08-19T04:41:03.048519+00:00,542,Coastal_Town_20251208181114_542,1,5.37
University of the Philippines,3350.568,812.513,24.25,65.26,162,120,19,42,113,30,3,9,5,1,1,11,73.98,0,3,1,6,3,3,0,7,2,1,50.0,4,8,5,1,20.0,1,1,25,12,48.0,4,21,0,1,1,1,0,6.24,4.39,4.26,4.49,7.1,5.17,0.463,2025-08-11T16:32:29.048519+00:00,38,University_of_the_Philippines_20251208181114_38,1,5.17
University of Santo Tomas,2700.304,375.072,13.89,52.34,154,94,11,60,106,17,8,1,1,12,8,13,60.75,1,4,0,4,1,3,0,5,12,5,41.67,9,6,10,2,20.0,0,1,34,15,44.12,0,34,0,1,0,0,0,4.52,5.38,5.04,3.5,7.05,4.98,0.442,2025-04-23T02:43:04.048519+00:00,201,University_of_Santo_Tomas_20251208181114_201,1,4.98
University of Santo Tomas,2190.295,268.53,12.26,39.75,76,62,5,14,46,11,0,3,2,7,8,3,81.77,0,1,0,6,2,4,0,6,6,3,50.0,3,6,7,2,28.57,3,0,31,18,58.06,6,25,0,1,6,0,0,4.79,4.55,3.86,4.88,7.33,4.8,0.422,2025-08-25T13:06:02.048519+00:00,626,University_of_Santo_Tomas_20251208181114_626,1,4.8
National University,1983.673,230.304,11.61,36.92,127,97,11,30,75,13,7,5,2,17,8,19,76.23,0,1,0,2,1,1,0,2,6,3,50.0,7,3,11,1,9.09,2,1,19,10,52.63,5,14,1,1,5,0,0,3.67,4.83,4.19,4.41,7.41,4.58,0.398,2025-02-15T22:31:34.049596+00:00,716,National_University_20251208181114_716,1,4.58
Coastal Town,1611.78,328.158,20.36,30.49,76,58,6,18,61,4,5,2,2,1,2,6,76.13,0,1,0,2,1,1,0,2,6,3,50.0,12,2,15,0,0.0,1,0,11,6,54.55,1,10,0,0,7,0,0,4.39,4.41,4.07,3.61,7.29,4.51,0.39,2025-11-29T19:27:13.049596+00:00,295,Coastal_Town_20251208181114_295,1,4.51
