team_name,possession__your_possession_time_seconds,possession__attacking_third_possession_seconds,possession__attacking_third_possession_pct_of_team,possession__possession_pct,distribution__passes,distribution__successful_passes,distribution__intercepted_passes,distribution__unsuccessful_passes,distribution__short_passes,distribution__long_passes,distribution__crosses,distribution__through_passes,distribution__header_passes,distribution__forward_passes,distribution__lateral_passes,distribution__back_passes,distribution__passing_accuracy_pct,distribution__assists,distribution__key_passes,attack__goals,attack__shots,attack__shots_on_target,attack__shots_off_target,attack__blocked_shots,attack__shot_creating_actions,defense__tackles,defense__successful_tackles,defense__tackles_success_rate_pct,defense__clearances,defense__interceptions,defense__recoveries,defense__recoveries_attacking_third,defense__recoveries_attacking_third_pct,defense__blocks,defense__saves,general__duels,general__duels_won,general__duels_success_rate_pct,general__aerial_duels,general__ground_duels,general__offsides,general__corner_awarded,discipline__fouls_conceded,discipline__yellow_cards,discipline__red_cards,match_rating_attack,match_rating_defense,match_rating_distribution,match_rating_general,match_rating_discipline,overall_rating,outcome_score,added_at,match_number,match_id,is_synthetic,match_rating_overall
Dominion Athletic,3450.912,1291.331,37.42,60.56,263,213,28,50,236,6,15,7,8,0,0,16,81.0,2,7,2,9,3,6,0,8,4,2,50.0,13,5,5,1,20.0,1,1,51,33,64.71,10,41,1,3,4,1,0,6.14,5.54,5.68,3.67,6.44,5.56,0.507,2025-03-01T09:07:03.610336+00:00,586,Dominion_Athletic_20251208101535_586,1,5.56
Highland Wanderers,2925.63,372.725,12.74,51.28,176,147,4,29,128,23,6,10,5,1,2,8,83.46,1,2,1,8,2,6,0,13,12,10,83.33,3,9,13,2,15.38,2,2,29,14,48.28,12,17,1,3,9,1,1,4.9,5.84,6.33,5.1,4.2,5.41,0.49,2025-09-19T13:02:33.610336+00:00,893,Highland_Wanderers_20251208101535_893,1,5.41
Millennium Rovers,3206.057,383.765,11.97,64.75,287,207,32,80,218,47,18,10,6,0,0,25,72.02,1,10,1,9,3,6,1,8,15,10,66.67,4,1,11,3,27.27,2,1,38,8,21.05,7,31,1,1,6,0,0,6.54,5.01,5.48,3.8,7.12,5.57,0.508,2025-07-15T02:18:48.610336+00:00,647,Millennium_Rovers_20251208101535_647,1,5.57
Oldtown United,2312.521,487.942,21.1,41.5,101,67,7,34,55,10,10,4,2,6,13,14,66.56,1,2,1,8,4,4,0,8,4,2,50.0,16,6,10,2,20.0,4,1,9,5,55.56,3,6,0,3,7,1,0,5.9,5.91,4.12,5.36,6.24,5.51,0.501,2025-05-15T17:22:47.610336+00:00,257,Oldtown_United_20251208101535_257,1,5.51
Millennium Rovers,3181.829,1041.094,32.72,61.27,259,158,52,101,191,16,16,6,2,16,12,30,61.17,1,7,1,12,5,7,1,11,20,15,75.0,9,3,10,3,30.0,0,3,16,7,43.75,3,13,3,5,4,0,0,5.58,5.96,5.07,5.05,8.04,5.76,0.529,2025-06-17T11:18:20.610336+00:00,464,Millennium_Rovers_20251208101535_464,1,5.76
Crestfall Town,2452.279,336.943,13.74,45.46,125,92,14,33,88,7,10,6,5,4,5,10,73.63,0,1,0,9,3,6,1,7,11,5,45.45,17,4,0,0,0.0,1,0,19,7,36.84,6,13,0,0,4,0,0,6.64,6.15,5.28,3.51,7.42,5.87,0.541,2025-07-25T07:49:23.610336+00:00,701,Crestfall_Town_20251208101535_701,1,5.87
Garden State FC,2734.914,220.161,8.05,53.64,259,216,9,43,201,29,8,4,8,3,6,26,83.39,1,9,1,12,4,8,0,15,18,13,72.22,9,4,11,2,18.18,2,1,24,12,50.0,9,15,2,3,6,0,0,6.68,5.31,5.5,3.93,6.94,5.7,0.522,2025-10-14T00:18:00.610336+00:00,399,Garden_State_FC_20251208101535_399,1,5.7
Millennium Rovers,1949.467,328.68,16.86,38.75,108,83,9,25,74,12,6,2,4,6,4,15,76.63,0,1,0,4,2,2,0,6,14,10,71.43,13,7,3,0,0.0,2,1,25,17,68.0,10,15,1,1,9,1,0,5.51,6.14,5.51,4.65,6.0,5.62,0.513,2025-03-03T07:00:08.611341+00:00,283,Millennium_Rovers_20251208101535_283,1,5.62
Crown City FC,3422.982,1143.618,33.41,61.01,239,137,42,102,170,22,5,1,3,17,20,20,57.23,1,3,1,9,3,6,1,8,25,15,60.0,6,5,8,2,25.0,1,1,37,23,62.16,6,31,1,2,4,0,0,5.63,5.42,4.67,5.01,7.84,5.51,0.501,2025-07-29T22:04:54.611341+00:00,460,Crown_City_FC_20251208101535_460,1,5.51
Westwood Athletic,1842.346,238.4,12.94,32.69,124,116,4,8,93,20,5,4,1,1,1,13,93.49,0,2,0,5,3,2,0,4,6,2,33.33,14,9,27,7,25.93,1,1,25,8,32.0,9,16,2,0,10,2,0,5.26,5.73,4.8,4.26,6.85,5.32,0.48,2025-08-03T07:25:55.611341+00:00,335,Westwood_Athletic_20251208101535_335,1,5.32
Coastal Town,2599.689,571.932,22.0,53.02,198,119,27,79,160,20,8,0,7,2,2,3,60.07,1,5,1,5,2,3,1,5,0,0,94.12,8,9,15,5,33.33,1,0,27,15,55.56,7,20,0,2,3,0,0,5.99,5.79,5.6,4.71,7.89,5.87,0.541,2025-05-29T09:10:17.611341+00:00,906,Coastal_Town_20251208101535_906,1,5.87
City United,1892.237,486.116,25.69,37.76,175,159,7,16,106,3,15,1,3,16,30,13,90.6,1,1,1,5,2,3,0,6,2,1,50.0,14,2,13,2,15.38,3,2,8,3,37.5,4,4,0,0,6,1,0,5.24,6.53,5.32,4.25,6.96,5.65,0.517,2025-03-29T14:30:59.611341+00:00,510,City_United_20251208101535_510,1,5.65
Silverlake City,3661.925,997.142,27.23,64.35,306,303,1,3,263,22,7,0,4,5,4,17,99.09,2,4,2,11,5,6,0,9,13,8,61.54,3,6,0,0,0.0,1,1,33,22,66.67,16,17,0,2,1,0,0,6.37,6.55,5.16,3.36,7.39,5.86,0.54,2025-08-17T13:15:04.611341+00:00,369,Silverlake_City_20251208101535_369,1,5.86
Brookside United,1645.534,482.141,29.3,33.23,87,70,10,17,70,2,4,3,2,1,4,8,80.97,0,3,0,5,2,3,1,6,8,5,62.5,15,10,14,3,21.43,2,0,19,7,36.84,8,11,0,2,9,2,0,4.64,6.54,5.13,4.62,6.04,5.41,0.49,2025-11-23T00:56:50.611341+00:00,768,Brookside_United_20251208101535_768,1,5.41
Prime City Athletic,2889.534,642.921,22.25,52.07,118,92,8,26,91,20,0,1,0,1,5,18,78.21,1,2,1,7,3,4,0,11,15,7,46.67,6,4,15,3,20.0,0,1,20,7,35.0,5,15,1,2,6,0,0,6.49,4.76,5.3,4.38,7.2,5.54,0.504,2025-10-08T15:26:46.612341+00:00,882,Prime_City_Athletic_20251208101535_882,1,5.54
Pioneer Ville FC,2908.856,528.248,18.16,58.17,206,129,40,77,156,24,12,4,4,3,4,19,62.79,1,5,1,6,3,3,0,5,3,2,66.67,10,5,14,5,35.71,3,0,32,16,50.0,8,24,0,2,5,0,0,5.78,5.35,5.64,4.68,7.42,5.64,0.516,2025-06-07T16:58:45.612341+00:00,179,Pioneer_Ville_FC_20251208101535_179,1,5.64
Grand Harbor FC,4475.341,1593.221,35.6,79.15,255,234,9,21,192,12,8,0,11,12,21,26,91.71,2,7,2,13,6,7,0,13,17,13,76.47,4,3,5,1,20.0,0,2,78,32,41.03,24,54,0,2,2,1,0,6.87,5.36,4.9,4.86,6.77,5.76,0.529,2025-03-22T04:57:57.612341+00:00,520,Grand_Harbor_FC_20251208101535_520,1,5.76
Riverside FC,783.652,156.809,20.01,14.65,63,42,11,21,48,4,3,3,3,1,1,8,67.25,0,1,0,2,1,1,0,1,1,0,0.0,24,6,17,3,17.65,2,0,3,2,66.67,1,2,2,2,14,2,0,4.02,6.27,4.8,3.15,5.54,4.84,0.427,2025-06-23T23:02:27.612341+00:00,490,Riverside_FC_20251208101535_490,1,4.84
Prime City Athletic,3381.183,767.867,22.71,64.02,134,118,5,16,89,10,2,4,1,9,18,18,88.36,1,2,1,8,3,5,0,5,29,15,51.72,9,7,17,4,23.53,2,0,12,5,41.67,4,8,2,2,0,0,0,5.44,5.23,5.23,4.64,7.93,5.48,0.498,2025-03-17T03:56:46.612341+00:00,524,Prime_City_Athletic_20251208101535_524,1,5.48
Valley Rovers,2450.467,378.842,15.46,48.3,119,88,9,31,75,20,7,1,0,9,6,14,74.12,1,2,1,7,3,4,0,6,11,5,45.45,0,7,1,0,0.0,1,1,55,23,41.82,9,46,2,3,6,1,0,5.97,5.55,3.4,4.55,6.99,5.24,0.471,2025-10-04T06:46:07.612341+00:00,742,Valley_Rovers_20251208101535_742,1,5.24
Oldtown United,2901.953,594.9,20.5,59.29,230,196,10,34,198,22,6,7,8,0,0,9,85.14,1,10,1,8,3,5,0,7,17,11,64.71,9,2,6,2,33.33,1,2,19,11,57.89,1,18,0,3,5,1,0,6.17,4.8,6.23,3.96,6.7,5.54,0.504,2025-10-27T19:23:08.612341+00:00,210,Oldtown_United_20251208101535_210,1,5.54
Garden State FC,3620.464,1287.799,35.57,64.71,235,186,12,49,170,17,8,3,8,10,19,30,79.31,2,5,2,11,4,7,1,17,10,6,60.0,4,5,5,0,0.0,0,3,27,10,37.04,5,22,2,4,7,1,0,7.15,4.79,5.58,4.55,6.26,5.72,0.524,2025-07-23T20:54:45.613341+00:00,454,Garden_State_FC_20251208101535_454,1,5.72
Harborview United,2711.153,652.032,24.05,54.26,188,159,14,29,133,19,11,5,5,7,8,27,84.37,1,5,1,6,2,4,0,6,15,9,60.0,13,7,12,4,33.33,0,0,43,15,34.88,12,31,0,1,7,1,0,6.0,5.67,5.32,4.6,6.29,5.6,0.511,2025-09-07T14:49:09.613341+00:00,491,Harborview_United_20251208101535_491,1,5.6
Valley Rovers,1659.716,417.585,25.16,30.26,166,129,14,37,120,17,14,1,3,5,7,11,77.92,0,2,0,5,2,3,0,7,7,5,71.43,16,10,6,1,16.67,3,2,15,9,60.0,1,14,0,2,4,1,0,5.99,5.16,5.11,3.75,6.6,5.33,0.481,2025-03-14T19:25:00.613341+00:00,798,Valley_Rovers_20251208101535_798,1,5.33
Southgate United,1678.694,394.997,23.53,29.97,150,96,20,54,125,17,6,7,1,0,0,13,63.89,0,2,0,5,3,2,0,4,12,6,50.0,14,16,5,1,20.0,3,0,17,10,58.82,6,11,0,2,13,2,0,5.68,5.35,5.7,4.5,5.58,5.42,0.491,2025-07-10T21:20:35.613341+00:00,516,Southgate_United_20251208101535_516,1,5.42
Evergreen Sporting,1251.702,308.795,24.67,22.31,72,58,5,14,56,13,7,6,3,0,0,6,79.89,0,1,0,4,2,2,0,5,8,5,62.5,19,13,2,0,0.0,4,1,4,3,75.0,2,2,1,1,6,0,0,5.2,6.28,5.22,3.99,7.2,5.54,0.504,2025-11-17T08:39:27.613341+00:00,565,Evergreen_Sporting_20251208101535_565,1,5.54
Crestfall Town,3297.216,842.439,25.55,58.01,213,175,11,38,169,28,17,6,14,0,0,17,82.22,1,4,1,8,3,5,0,10,17,12,70.59,4,9,7,2,28.57,1,0,36,15,41.67,7,29,0,1,1,0,0,5.6,5.36,5.58,4.71,7.11,5.56,0.507,2025-07-21T22:18:44.613341+00:00,13,Crestfall_Town_20251208101535_13,1,5.56
Evergreen Sporting,1601.452,353.761,22.09,30.74,117,113,2,4,87,10,7,5,3,1,4,9,96.45,0,2,0,3,1,2,0,3,1,0,0.0,7,2,16,3,18.75,1,0,25,12,48.0,10,15,0,2,17,1,0,5.13,5.06,5.99,4.99,6.72,5.42,0.491,2025-02-04T22:20:56.613341+00:00,308,Evergreen_Sporting_20251208101535_308,1,5.42
Dominion Athletic,2225.992,549.152,24.67,39.77,154,134,8,20,104,4,12,10,1,10,14,9,87.1,1,2,1,7,3,4,1,6,7,4,57.14,15,17,23,6,26.09,2,2,26,7,26.92,9,17,0,2,10,1,0,5.65,6.5,5.78,4.79,6.41,5.87,0.541,2024-12-14T15:30:48.614341+00:00,386,Dominion_Athletic_20251208101535_386,1,5.87
Coastal Town,1740.502,250.98,14.42,35.61,114,99,6,15,76,4,3,6,1,16,8,2,86.98,1,3,1,8,3,5,1,9,6,3,50.0,17,11,15,4,26.67,2,0,10,5,50.0,3,7,0,0,3,0,0,6.18,6.21,5.83,4.5,7.55,6.02,0.558,2025-11-22T01:04:42.614341+00:00,509,Coastal_Town_20251208101535_509,1,6.02
Twin Oak Rangers,3011.276,90.338,3.0,54.14,232,181,6,51,131,7,16,7,0,18,54,0,78.16,2,8,2,9,5,4,1,11,14,9,64.29,12,3,9,2,22.22,2,2,20,12,60.0,4,16,0,5,8,2,0,6.39,4.69,5.06,4.42,5.38,5.27,0.474,2025-05-21T15:00:33.614341+00:00,192,Twin_Oak_Rangers_20251208101535_192,1,5.27
Dominion Athletic,3155.345,619.71,19.64,57.11,202,160,16,42,167,18,5,19,1,0,0,27,79.27,0,0,1,8,3,5,0,5,15,7,46.67,7,10,13,1,7.69,1,0,30,16,53.33,11,19,1,1,6,0,0,5.96,6.88,4.84,3.72,8.3,5.91,0.546,2025-01-14T23:06:41.614341+00:00,628,Dominion_Athletic_20251208101535_628,1,5.91
Metro FC,2998.908,740.13,24.68,52.48,244,187,17,57,185,27,34,3,3,0,0,18,76.63,1,3,1,5,1,4,0,6,5,2,40.0,12,6,11,4,36.36,3,1,23,12,52.17,13,10,0,1,5,0,0,6.81,5.1,6.7,4.97,7.79,6.15,0.572,2025-10-06T16:02:19.614341+00:00,509,Metro_FC_20251208101535_509,1,6.15
Union Crest United,1955.787,418.147,21.38,36.28,120,84,13,36,91,14,8,1,2,2,2,17,70.09,1,1,1,5,2,3,0,7,13,6,46.15,23,9,15,2,13.33,3,0,21,9,42.86,4,17,0,0,15,1,0,6.75,5.42,4.54,4.25,6.43,5.55,0.506,2025-11-17T08:56:07.614341+00:00,477,Union_Crest_United_20251208101535_477,1,5.55
Garden State FC,2934.951,217.48,7.41,60.35,315,217,26,98,212,11,25,22,4,29,13,38,68.96,1,4,1,8,3,5,0,9,11,7,63.64,5,4,17,3,17.65,3,1,34,17,50.0,9,25,2,3,7,1,0,6.17,5.82,5.88,4.59,6.68,5.84,0.538,2025-07-15T22:19:36.615341+00:00,193,Garden_State_FC_20251208101535_193,1,5.84
Eastview Rangers,2945.838,718.784,24.4,55.44,178,136,19,42,157,30,9,2,7,0,0,12,76.3,1,3,1,8,3,5,0,9,17,8,47.06,13,3,13,4,30.77,2,1,23,10,43.48,11,12,1,2,5,0,0,7.07,5.51,5.52,4.63,8.01,6.08,0.564,2025-08-04T07:16:26.615341+00:00,729,Eastview_Rangers_20251208101535_729,1,6.08
Riverstone FC,3709.242,1217.373,32.82,73.89,253,199,26,54,205,9,15,13,11,0,0,6,78.62,1,3,1,8,2,6,0,7,23,11,47.83,4,4,4,1,25.0,3,1,31,21,67.74,14,17,0,2,7,1,0,5.88,4.79,5.53,3.53,6.26,5.21,0.468,2025-02-14T05:53:30.615341+00:00,173,Riverstone_FC_20251208101535_173,1,5.21
Ironforge FC,2430.895,398.181,16.38,47.89,174,150,6,24,97,28,8,7,6,12,15,22,86.41,1,1,1,7,2,5,0,7,6,4,66.67,9,11,13,3,23.08,1,0,0,0,51.05,1,-1,1,2,11,1,0,5.96,5.22,5.36,4.42,5.89,5.41,0.49,2025-09-26T23:56:24.615341+00:00,136,Ironforge_FC_20251208101535_136,1,5.41
Summit Peak FC,3284.352,1182.038,35.99,62.82,189,140,19,49,132,13,16,0,6,9,13,24,74.11,1,4,1,9,5,4,1,10,11,7,63.64,6,4,3,1,33.33,0,0,30,15,50.0,0,30,0,3,7,2,0,5.23,5.18,4.62,4.61,5.23,5.01,0.446,2025-09-05T11:24:45.615341+00:00,182,Summit_Peak_FC_20251208101535_182,1,5.01
Pioneer Ville FC,4128.683,926.064,22.43,80.28,218,204,3,14,156,22,12,8,2,12,6,17,93.36,1,3,1,9,3,6,0,8,23,12,52.17,5,2,5,1,20.0,0,0,27,20,74.07,12,15,1,6,3,1,0,6.79,6.23,6.05,4.41,7.03,6.18,0.576,2025-08-18T20:45:24.615341+00:00,542,Pioneer_Ville_FC_20251208101535_542,1,6.18
Coastal Town,3292.355,959.721,29.15,64.79,236,184,27,52,168,39,2,16,11,0,0,16,77.98,1,7,1,8,2,6,1,11,3,2,66.67,5,9,7,2,28.57,1,0,30,16,53.33,5,25,0,2,2,1,0,7.0,5.04,4.82,4.87,7.3,5.75,0.528,2025-08-11T08:36:50.615341+00:00,38,Coastal_Town_20251208101535_38,1,5.75
Eastview Rangers,2747.714,475.355,17.3,53.72,225,139,16,86,159,21,10,0,0,23,13,19,61.91,1,6,1,8,3,5,0,8,14,7,50.0,11,7,14,4,28.57,0,2,43,20,46.51,0,43,0,2,0,0,0,5.75,6.08,5.53,3.92,7.35,5.7,0.522,2025-04-22T18:47:25.616341+00:00,201,Eastview_Rangers_20251208101535_201,1,5.7
Eastview Rangers,2396.181,369.97,15.44,42.92,132,115,7,17,80,16,0,5,5,12,14,5,87.43,0,2,0,6,2,4,1,7,8,4,50.0,4,7,9,3,33.33,4,0,43,26,60.47,10,33,0,2,7,1,0,5.43,5.23,4.46,5.32,6.73,5.29,0.477,2025-08-25T05:10:23.616341+00:00,626,Eastview_Rangers_20251208101535_626,1,5.29
Redwood Borough,2186.944,321.481,14.7,40.5,196,158,15,38,117,16,8,8,3,33,12,29,80.71,0,6,0,3,1,2,0,3,8,4,50.0,8,3,14,2,14.29,3,1,25,14,56.0,7,18,1,2,6,0,0,4.71,5.49,4.77,4.8,7.71,5.25,0.472,2025-02-15T14:35:55.616341+00:00,716,Redwood_Borough_20251208101535_716,1,5.25
Prime City Athletic,1849.52,456.831,24.7,35.0,130,105,9,25,109,4,6,3,5,1,2,10,80.59,0,4,0,3,1,2,0,4,10,5,50.0,14,2,19,1,5.26,2,0,15,9,60.0,1,14,0,1,8,0,0,5.38,5.14,4.66,4.0,7.59,5.2,0.467,2025-11-29T11:31:34.616341+00:00,295,Prime_City_Athletic_20251208101535_295,1,5.2
Blue Ridge FC,2942.494,706.493,24.01,52.99,228,129,25,99,164,34,23,0,4,1,2,16,56.37,1,5,1,6,1,5,0,7,8,4,50.0,8,10,12,4,33.33,1,0,25,12,48.0,4,21,0,2,8,0,0,5.69,5.39,3.92,4.61,7.8,5.31,0.479,2025-04-16T08:46:31.616341+00:00,190,Blue_Ridge_FC_20251208101535_190,1,5.31
Twin Oak Rangers,2711.841,510.911,18.84,47.77,186,135,17,51,129,15,20,8,10,2,2,8,72.73,1,4,1,8,4,4,0,6,0,0,45.87,0,5,13,3,23.08,2,1,11,6,54.55,2,9,1,1,2,0,0,5.71,3.69,5.57,2.95,7.43,4.9,0.433,2025-08-20T02:39:10.616341+00:00,299,Twin_Oak_Rangers_20251208101535_299,1,4.9
Brookside United,3225.627,698.671,21.66,57.85,239,180,8,59,154,25,16,9,6,9,21,12,75.31,1,4,1,6,2,4,0,9,20,11,55.0,10,8,3,1,33.33,0,0,5,3,60.0,1,4,1,1,6,0,0,6.41,5.78,5.5,4.59,8.18,5.97,0.552,2025-11-22T12:55:15.616341+00:00,199,Brookside_United_20251208101535_199,1,5.97
Coastal Town,2537.446,460.8,18.16,51.05,98,76,7,22,71,14,0,3,2,5,3,10,77.44,1,2,1,5,2,3,0,6,15,9,60.0,12,7,2,0,0.0,1,1,35,10,28.57,11,24,0,0,4,0,0,6.55,5.59,4.76,4.27,7.16,5.67,0.519,2025-05-08T07:27:56.617341+00:00,343,Coastal_Town_20251208101535_343,1,5.67
Lakeside Athletic,3018.696,503.82,16.69,53.27,133,92,15,41,108,6,10,6,0,1,1,6,69.48,1,3,1,5,2,3,1,6,11,7,63.64,9,8,8,2,25.0,2,1,30,15,50.0,11,19,1,0,9,2,0,6.05,5.42,5.3,4.77,5.27,5.47,0.497,2025-09-05T18:22:37.617341+00:00,262,Lakeside_Athletic_20251208101535_262,1,5.47
Frontier Rovers,1402.336,328.427,23.42,26.83,56,49,3,7,31,1,3,1,2,8,10,4,88.19,0,2,0,1,0,1,0,1,3,2,66.67,16,15,12,2,16.67,3,0,12,7,58.33,2,10,1,0,12,1,0,5.33,5.5,4.75,4.54,6.74,5.29,0.477,2025-02-04T13:24:19.617341+00:00,112,Frontier_Rovers_20251208101535_112,1,5.29
Silverlake City,2084.228,578.582,27.76,38.6,83,72,5,11,49,5,1,2,0,12,14,0,86.73,1,2,1,7,3,4,0,7,7,4,57.14,0,1,8,3,37.5,0,1,29,10,34.48,9,20,3,2,3,0,0,5.3,4.66,5.08,4.06,7.42,5.12,0.458,2025-01-15T05:58:26.617341+00:00,786,Silverlake_City_20251208101535_786,1,5.12
Millennium Rovers,1516.639,460.148,30.34,28.01,114,81,15,33,55,6,6,7,1,26,14,15,71.26,0,2,0,3,1,2,0,5,4,3,75.0,3,0,22,4,18.18,2,1,2,1,50.0,2,0,0,1,8,1,0,4.7,4.08,4.69,3.48,6.71,4.55,0.394,2025-05-04T06:40:57.617341+00:00,783,Millennium_Rovers_20251208101535_783,1,4.55
Northbridge FC,3269.884,384.211,11.75,65.08,251,186,31,65,177,25,17,7,11,6,7,38,74.22,1,6,1,8,3,5,1,10,14,6,42.86,9,5,7,3,42.86,2,0,50,30,60.0,16,34,0,4,4,0,0,6.21,5.32,5.14,4.45,8.03,5.68,0.52,2025-06-27T08:16:55.617341+00:00,785,Northbridge_FC_20251208101535_785,1,5.68
Millennium Rovers,2843.425,177.145,6.23,53.54,192,139,13,53,125,11,15,7,2,12,21,22,72.42,0,4,0,6,3,3,1,8,14,9,64.29,16,6,9,1,11.11,1,1,29,18,62.07,13,16,0,1,6,1,0,5.49,6.02,5.2,4.91,6.71,5.62,0.513,2025-06-30T21:13:48.618341+00:00,418,Millennium_Rovers_20251208101535_418,1,5.62
Southgate United,4026.223,1035.545,25.72,78.06,251,206,16,45,178,45,14,10,3,1,0,28,82.16,1,8,1,10,3,7,0,11,13,8,61.54,6,5,7,1,14.29,2,3,48,21,43.75,18,30,2,0,3,1,0,6.5,6.04,5.64,4.55,6.79,5.96,0.551,2025-04-11T14:48:39.618341+00:00,208,Southgate_United_20251208101535_208,1,5.96
Coastal Town,3238.436,937.203,28.94,58.42,192,147,13,45,139,20,11,7,0,7,8,11,76.78,1,6,1,7,3,4,0,6,10,5,50.0,8,0,9,3,33.33,1,0,28,18,64.29,8,20,0,3,1,1,0,5.78,4.92,4.74,4.07,6.78,5.19,0.466,2025-04-08T08:02:08.618341+00:00,950,Coastal_Town_20251208101535_950,1,5.19
Grand Harbor FC,2683.895,609.781,22.72,47.33,212,176,18,36,143,23,5,12,4,17,7,25,83.07,1,4,1,6,3,3,1,6,25,18,72.0,6,5,12,4,33.33,2,1,15,7,46.67,2,13,1,2,6,0,0,5.37,6.3,4.9,4.22,7.99,5.64,0.516,2025-11-30T04:29:42.618341+00:00,882,Grand_Harbor_FC_20251208101535_882,1,5.64
Highland Wanderers,3907.618,561.134,14.36,70.41,306,231,23,75,226,54,2,13,5,2,4,42,75.63,1,9,1,13,6,7,0,13,9,4,44.44,9,3,9,2,22.22,3,3,59,23,38.98,20,39,0,3,4,2,0,6.23,4.81,5.75,3.98,5.47,5.35,0.483,2025-01-29T14:52:59.618341+00:00,914,Highland_Wanderers_20251208101535_914,1,5.35
Pioneer Ville FC,2055.113,586.118,28.52,38.57,99,89,4,10,75,14,0,5,4,1,1,20,89.86,0,2,0,5,2,3,0,6,9,7,77.78,13,0,28,4,14.29,3,0,24,13,54.17,6,18,1,1,4,0,0,5.72,6.17,4.76,4.91,7.85,5.75,0.528,2025-01-28T23:32:59.618341+00:00,394,Pioneer_Ville_FC_20251208101535_394,1,5.75
Eastview Rangers,2759.622,1150.486,41.69,50.63,138,105,9,33,104,4,9,11,0,4,7,9,76.25,1,2,1,8,2,6,0,10,17,14,82.35,0,11,15,6,40.0,2,0,40,20,50.0,9,31,3,0,10,2,0,6.82,4.37,5.25,4.47,6.19,5.43,0.492,2025-11-29T12:03:17.618341+00:00,654,Eastview_Rangers_20251208101535_654,1,5.43
Hillcrest Athletic,2388.263,373.763,15.65,45.22,116,99,7,17,90,10,5,2,0,1,8,4,85.38,0,2,0,6,2,4,0,6,12,7,58.33,14,5,17,3,17.65,2,2,7,5,71.43,2,5,0,3,3,0,0,6.02,6.22,6.48,4.34,8.27,6.16,0.573,2024-12-16T10:50:15.619341+00:00,775,Hillcrest_Athletic_20251208101535_775,1,6.16
Coastal Town,3435.51,606.368,17.65,70.25,225,165,15,60,129,8,18,11,3,26,30,17,73.51,1,4,1,9,4,5,1,6,18,12,66.67,9,1,6,1,16.67,0,0,31,12,38.71,10,21,1,4,2,0,0,5.93,5.14,4.62,4.25,6.62,5.28,0.476,2025-06-28T11:55:03.619341+00:00,291,Coastal_Town_20251208101535_291,1,5.28
Goldenfield Rovers,1781.878,325.905,18.29,33.66,150,123,12,27,111,9,0,11,4,7,7,12,82.05,0,5,0,4,1,3,0,4,0,0,61.81,10,11,10,3,30.0,1,0,23,11,47.83,4,19,0,2,5,0,0,5.27,6.46,5.04,4.23,7.89,5.67,0.519,2025-01-15T18:12:04.619341+00:00,183,Goldenfield_Rovers_20251208101535_183,1,5.67
Goldenfield Rovers,2353.944,515.985,21.92,45.12,171,142,5,29,91,13,0,3,12,29,24,16,83.18,1,5,1,6,2,4,1,9,5,2,40.0,5,12,15,5,33.33,1,1,26,17,65.38,5,21,1,2,3,0,0,5.17,6.05,5.6,4.15,7.57,5.6,0.511,2025-06-05T13:47:48.619341+00:00,659,Goldenfield_Rovers_20251208101535_659,1,5.6
Summit Peak FC,2921.958,744.807,25.49,54.58,215,176,23,39,182,30,17,1,0,0,0,17,81.94,1,3,1,9,3,6,0,9,3,2,66.67,9,9,7,1,14.29,2,1,34,26,76.47,7,27,1,5,7,1,0,5.46,6.06,6.38,4.85,6.39,5.82,0.536,2025-09-13T22:25:24.619341+00:00,496,Summit_Peak_FC_20251208101535_496,1,5.82
Stormhold FC,2721.836,703.595,25.85,47.81,111,81,11,30,78,14,5,6,5,1,3,11,72.96,1,1,1,6,3,3,1,7,9,5,55.56,7,9,6,2,33.33,0,1,18,10,55.56,3,15,1,1,3,1,0,5.35,4.51,4.69,5.31,7.35,5.18,0.464,2025-03-18T01:24:41.619341+00:00,720,Stormhold_FC_20251208101535_720,1,5.18
Highland Wanderers,3859.96,930.636,24.11,67.72,309,211,41,98,217,11,21,11,8,19,22,26,68.17,0,5,0,6,2,4,0,8,13,4,30.77,4,2,6,2,33.33,2,2,21,11,52.38,5,16,3,2,3,1,0,4.73,4.97,5.07,4.97,6.14,5.04,0.449,2025-08-22T13:29:17.619341+00:00,153,Highland_Wanderers_20251208101535_153,1,5.04
Lakeside Athletic,3870.339,734.59,18.98,69.95,299,225,26,74,190,30,2,12,8,23,34,48,75.1,1,9,2,12,3,9,0,9,16,11,68.75,7,2,2,1,50.0,1,0,54,26,48.15,15,39,0,5,5,0,0,6.11,6.46,6.47,5.35,7.64,6.33,0.592,2025-11-21T18:00:13.620341+00:00,24,Lakeside_Athletic_20251208101535_24,1,6.33
Highland Wanderers,2079.021,686.077,33.0,39.1,127,101,11,26,106,9,7,6,3,0,0,10,79.35,1,3,1,7,2,5,0,7,9,5,55.56,6,6,0,0,0.0,3,0,24,10,41.67,5,19,3,2,9,3,0,5.53,5.87,5.57,3.18,4.8,5.23,0.47,2025-08-20T13:32:53.620341+00:00,741,Highland_Wanderers_20251208101535_741,1,5.23
Brookside United,2733.976,248.792,9.1,49.41,156,105,25,51,103,12,9,7,10,4,11,10,67.05,1,3,1,9,4,5,1,11,16,10,62.5,10,3,6,1,16.67,1,3,6,4,66.67,3,3,2,2,4,1,0,7.0,5.62,5.18,3.61,7.5,5.83,0.537,2025-09-17T11:15:33.620341+00:00,132,Brookside_United_20251208101535_132,1,5.83
