player_name,team_title,games,time,shots_on_target_against,goals_against,xG_against,post_shot_xG,saves,penalty_saved,saves_per90,shots_on_target_against_per90,goals_against_per90,save_pct,season,league
"Tagara, Pedro",University of Santo Tomas,10,51960.0,10,5,4.358,4.035,5,0,0.52,1.039,0.52,50.0,2024,Philippine College
"Escodo, Bel",University of Santo Tomas,11,59202.0,15,3,4.127,3.8,12,0,1.095,1.368,0.274,80.0,2023,Philippine College
"Perez, Angelo",Lyceum,11,54516.0,17,7,4.269,3.956,10,0,0.991,1.684,0.693,58.82,2023,Philippine College
"Cruz, Jan",National University,15,76320.0,31,11,6.168,5.994,20,0,1.415,2.193,0.778,64.52,2023,Philippine College
"Fernandez, Laurence",Lyceum,10,52620.0,26,5,5.494,5.768,21,0,2.155,2.668,0.513,80.77,2025,Philippine College
"Digal, Diegocarl",Far Eastern University,15,73170.0,26,5,7.408,7.455,21,0,1.55,1.919,0.369,80.77,2025,Philippine College
"Escodo, Bel",University of the Philippines,14,63924.0,9,6,2.698,2.45,3,0,0.253,0.76,0.507,33.33,2025,Philippine College
"Reyes, Mark",Mapúa University,14,63924.0,21,6,4.102,3.797,15,0,1.267,1.774,0.507,71.43,2024,Philippine College
"Omitade, Edvard",Adamson University,12,67248.0,31,8,7.894,7.918,23,0,1.847,2.489,0.642,74.19,2024,Philippine College
"Escodo, Bel",De La Salle University,15,77220.0,26,6,5.877,6.728,20,0,1.399,1.818,0.42,76.92,2023,Philippine College
"Salingay, Sam",Ateneo de Manila University,15,74160.0,33,11,4.541,5.818,22,0,1.602,2.403,0.801,66.67,2024,Philippine College
"Aningalan, Jul",University of the Philippines,13,73320.0,23,6,5.64,5.23,17,0,1.252,1.694,0.442,73.91,2023,Philippine College
"Acebedo, James",Far Eastern University,12,67536.0,25,12,6.4,6.17,13,0,1.039,1.999,0.959,52.0,2025,Philippine College
"Tabelin, Kirvy",University of Santo Tomas,11,59004.0,21,8,6.095,5.409,13,0,1.19,1.922,0.732,61.9,2023,Philippine College
"Tabelin, Kirvy",University of Santo Tomas,13,67782.0,23,9,6.769,7.456,14,0,1.115,1.832,0.717,60.87,2025,Philippine College
"Aningalan, Jul",University of Santo Tomas,12,62712.0,6,3,1.386,1.219,3,0,0.258,0.517,0.258,50.0,2023,Philippine College
"Perez, Angelo",Far Eastern University,11,59928.0,26,15,5.575,6.118,11,0,0.991,2.343,1.352,42.31,2025,Philippine College
"Santos, Luis",San Beda University,14,73752.0,20,8,6.574,6.531,12,0,0.879,1.464,0.586,60.0,2025,Philippine College
"Barro, Harvy",De La Salle University,15,74250.0,20,7,4.993,4.769,13,0,0.945,1.455,0.509,65.0,2023,Philippine College
"Bacaycay, Kurt",Ateneo de Manila University,15,59760.0,16,2,3.123,3.748,14,0,1.265,1.446,0.181,87.5,2025,Philippine College
"Escodo, Bel",De La Salle University,11,54252.0,21,7,5.51,5.285,14,0,1.393,2.09,0.697,66.67,2025,Philippine College
"Tabelin, Kirvy",Lyceum,15,70200.0,19,8,6.15,5.493,11,0,0.846,1.462,0.615,57.89,2024,Philippine College
"Fernandez, Laurence",Mapúa University,12,59112.0,8,3,1.859,1.631,5,0,0.457,0.731,0.274,62.5,2025,Philippine College
"Mapula, Paul",Ateneo de Manila University,12,55152.0,30,14,3.655,3.711,16,0,1.567,2.937,1.371,53.33,2023,Philippine College
"Tagara, Pedro",Mapúa University,13,65286.0,15,3,3.491,3.0,12,0,0.993,1.241,0.248,80.0,2023,Philippine College
"Fernandez, Laurence",De La Salle University,11,47982.0,16,8,1.957,2.168,8,0,0.9,1.801,0.9,50.0,2024,Philippine College
"Mapula, Paul",National University,10,48780.0,5,2,1.229,1.462,3,0,0.332,0.554,0.221,60.0,2023,Philippine College
"Omitade, Edvard",Far Eastern University,13,65052.0,6,3,2.075,1.527,3,0,0.249,0.498,0.249,50.0,2025,Philippine College
"Tagara, Pedro",University of Santo Tomas,14,64596.0,17,2,2.567,2.888,15,0,1.254,1.421,0.167,88.24,2025,Philippine College
"Escodo, Bel",University of the Philippines,15,66240.0,17,8,5.149,5.933,9,0,0.734,1.386,0.652,52.94,2025,Philippine College
"Santos, Luis",Far Eastern University,13,61152.0,11,5,1.396,1.464,6,0,0.53,0.971,0.442,54.55,2024,Philippine College
"Tabelin, Kirvy",University of the Philippines,13,61698.0,24,8,2.102,2.115,16,0,1.4,2.101,0.7,66.67,2025,Philippine College
"Cruz, Jan",Ateneo de Manila University,13,69108.0,23,10,5.16,4.451,13,0,1.016,1.797,0.781,56.52,2024,Philippine College
"Barro, Harvy",Lyceum,11,51282.0,9,2,2.026,2.418,7,0,0.737,0.948,0.211,77.78,2023,Philippine College
"Bacaycay, Kurt",Ateneo de Manila University,10,46920.0,18,8,3.568,3.094,10,0,1.151,2.072,0.921,55.56,2025,Philippine College
"Fernandez, Laurence",Lyceum,15,60120.0,14,5,3.759,3.798,9,0,0.808,1.257,0.449,64.29,2023,Philippine College
"Fernandez, Laurence",Far Eastern University,13,61542.0,29,9,7.675,8.038,20,0,1.755,2.545,0.79,68.97,2023,Philippine College
"Mapula, Paul",Mapúa University,11,57486.0,12,5,2.545,1.927,7,0,0.658,1.127,0.47,58.33,2024,Philippine College
"Bacnis, Hugo",Adamson University,13,63882.0,41,16,7.321,7.813,25,0,2.113,3.466,1.352,60.98,2023,Philippine College
"Omitade, Edvard",Mapúa University,11,57222.0,22,13,3.607,3.863,9,0,0.849,2.076,1.227,40.91,2024,Philippine College
"Digal, Diegocarl",De La Salle University,15,76230.0,14,8,2.679,2.732,6,0,0.425,0.992,0.567,42.86,2025,Philippine College
"Bacaycay, Kurt",Lyceum,13,63336.0,15,3,4.145,3.857,12,0,1.023,1.279,0.256,80.0,2023,Philippine College
"Salingay, Sam",National University,13,69888.0,18,8,4.238,4.759,10,0,0.773,1.391,0.618,55.56,2025,Philippine College
"Barro, Harvy",Ateneo de Manila University,10,51420.0,9,5,1.818,2.115,4,0,0.42,0.945,0.525,44.44,2025,Philippine College
"Perez, Angelo",Ateneo de Manila University,14,70476.0,32,9,8.664,8.0,23,0,1.762,2.452,0.69,71.88,2024,Philippine College
"Escodo, Bel",Far Eastern University,10,51960.0,25,12,8.44,7.897,13,0,1.351,2.598,1.247,52.0,2024,Philippine College
"Reyes, Mark",University of the Philippines,11,58278.0,26,10,8.738,8.964,16,0,1.483,2.409,0.927,61.54,2023,Philippine College
"Cruz, Jan",National University,10,44280.0,11,3,2.905,2.937,8,0,0.976,1.341,0.366,72.73,2025,Philippine College
"Lopez, Ryan",Ateneo de Manila University,11,53130.0,22,5,2.659,2.854,17,0,1.728,2.236,0.508,77.27,2025,Philippine College
"Escodo, Bel",Ateneo de Manila University,14,75180.0,25,8,6.061,6.088,17,0,1.221,1.796,0.575,68.0,2023,Philippine College
"Fernandez, Laurence",National University,11,56628.0,16,6,2.456,2.655,10,0,0.954,1.526,0.572,62.5,2025,Philippine College
"Encaya, Pius",De La Salle University,15,76230.0,36,15,5.332,5.854,21,0,1.488,2.55,1.063,58.33,2025,Philippine College
"Digal, Diegocarl",Far Eastern University,13,63882.0,18,6,1.622,2.41,12,0,1.014,1.522,0.507,66.67,2025,Philippine College
"Barro, Harvy",Far Eastern University,14,68628.0,33,15,7.251,6.999,18,0,1.416,2.597,1.18,54.55,2025,Philippine College
"Bacnis, Hugo",Adamson University,14,64092.0,19,8,6.413,5.438,11,0,0.927,1.601,0.674,57.89,2023,Philippine College
"Barro, Harvy",Mapúa University,14,63924.0,20,7,4.105,4.275,13,0,1.098,1.69,0.591,65.0,2023,Philippine College
"Santos, Luis",San Beda University,13,58500.0,21,5,6.829,6.972,16,0,1.477,1.938,0.462,76.19,2024,Philippine College
"Escodo, Bel",Mapúa University,13,65910.0,28,10,9.289,8.798,18,0,1.475,2.294,0.819,64.29,2024,Philippine College
"Encaya, Pius",National University,15,72090.0,37,16,9.796,9.011,21,0,1.573,2.772,1.199,56.76,2025,Philippine College
"Lopez, Ryan",Far Eastern University,14,67956.0,23,7,5.964,6.356,16,0,1.271,1.828,0.556,69.57,2023,Philippine College
"Tabelin, Kirvy",University of Santo Tomas,13,69264.0,16,6,3.188,2.61,10,0,0.78,1.247,0.468,62.5,2023,Philippine College
"Mapula, Paul",National University,14,64596.0,15,3,2.861,2.217,12,0,1.003,1.254,0.251,80.0,2024,Philippine College
"Encaya, Pius",Adamson University,14,57876.0,27,12,8.052,7.886,15,0,1.4,2.519,1.12,55.56,2024,Philippine College
"Omitade, Edvard",Adamson University,11,49038.0,14,6,4.11,4.548,8,0,0.881,1.542,0.661,57.14,2025,Philippine College
"Reyes, Mark",University of the Philippines,13,67080.0,32,17,7.515,7.762,15,0,1.208,2.576,1.369,46.88,2025,Philippine College
"Tabelin, Kirvy",San Beda University,13,59514.0,24,6,3.63,3.376,18,0,1.633,2.178,0.544,75.0,2023,Philippine College
"Acebedo, James",National University,13,58578.0,21,3,4.449,4.512,18,0,1.659,1.936,0.277,85.71,2023,Philippine College
"Santos, Luis",Far Eastern University,12,56880.0,13,3,1.713,1.849,10,0,0.949,1.234,0.285,76.92,2025,Philippine College
"Lopez, Ryan",Adamson University,13,64740.0,27,7,4.134,4.593,20,0,1.668,2.252,0.584,74.07,2025,Philippine College
"Tabelin, Kirvy",Adamson University,14,74592.0,39,12,6.985,6.379,27,0,1.955,2.823,0.869,69.23,2023,Philippine College
"Tabelin, Kirvy",Mapúa University,13,67626.0,25,11,3.55,3.319,14,0,1.118,1.996,0.878,56.0,2024,Philippine College
"Acebedo, James",Adamson University,14,74760.0,28,10,7.529,7.585,18,0,1.3,2.022,0.722,64.29,2025,Philippine College
"Cruz, Jan",University of the Philippines,10,45660.0,21,7,6.015,5.386,14,0,1.656,2.484,0.828,66.67,2025,Philippine College
"Omitade, Edvard",Lyceum,14,66024.0,32,9,5.426,5.283,23,0,1.881,2.617,0.736,71.88,2024,Philippine College
"Encaya, Pius",Lyceum,15,68220.0,23,11,4.548,4.636,12,0,0.95,1.821,0.871,52.17,2023,Philippine College
"Salingay, Sam",Mapúa University,11,54384.0,21,12,4.728,4.932,9,0,0.894,2.085,1.192,42.86,2023,Philippine College
"Tagara, Pedro",Lyceum,13,62556.0,30,13,8.163,7.665,17,0,1.467,2.59,1.122,56.67,2023,Philippine College
"Encaya, Pius",Lyceum,15,76680.0,30,14,6.493,7.126,16,0,1.127,2.113,0.986,53.33,2023,Philippine College
"Lopez, Ryan",Far Eastern University,10,54660.0,17,6,2.848,2.604,11,0,1.087,1.679,0.593,64.71,2025,Philippine College
"Digal, Diegocarl",Lyceum,10,55320.0,33,12,9.969,10.552,21,0,2.05,3.221,1.171,63.64,2024,Philippine College
"Reyes, Mark",National University,14,76104.0,21,8,2.496,2.917,13,0,0.922,1.49,0.568,61.9,2025,Philippine College
"Encaya, Pius",Ateneo de Manila University,10,51060.0,21,10,6.237,7.151,11,0,1.163,2.221,1.058,52.38,2024,Philippine College
"Acebedo, James",University of Santo Tomas,10,47880.0,26,7,4.688,4.318,19,0,2.143,2.932,0.789,73.08,2025,Philippine College
"Santos, Luis",De La Salle University,15,79560.0,31,6,11.909,12.07,25,0,1.697,2.104,0.407,80.65,2023,Philippine College
"Salingay, Sam",San Beda University,13,59670.0,36,14,13.796,13.635,22,0,1.991,3.258,1.267,61.11,2023,Philippine College
"Omitade, Edvard",University of Santo Tomas,10,57000.0,30,12,6.43,5.56,18,0,1.705,2.842,1.137,60.0,2024,Philippine College
"Barro, Harvy",Adamson University,11,53592.0,14,1,3.154,2.739,13,0,1.31,1.411,0.101,92.86,2024,Philippine College
"Tabelin, Kirvy",National University,15,77940.0,37,13,10.096,9.849,24,0,1.663,2.564,0.901,64.86,2025,Philippine College
"Mapula, Paul",National University,11,56892.0,19,4,5.334,5.331,15,0,1.424,1.803,0.38,78.95,2024,Philippine College
"Mapula, Paul",Mapúa University,14,63000.0,16,5,1.476,1.293,11,0,0.943,1.371,0.429,68.75,2023,Philippine College
"Digal, Diegocarl",National University,13,63414.0,14,2,2.759,2.701,12,1,1.022,1.192,0.17,85.71,2024,Philippine College
"Tagara, Pedro",National University,15,62460.0,24,10,6.31,5.736,14,0,1.21,2.075,0.865,58.33,2023,Philippine College
"Bacnis, Hugo",San Beda University,11,54450.0,21,9,4.569,4.362,12,0,1.19,2.083,0.893,57.14,2025,Philippine College
"Tagara, Pedro",National University,14,73080.0,17,6,5.886,6.04,11,0,0.813,1.256,0.443,64.71,2024,Philippine College
"Tabelin, Kirvy",University of Santo Tomas,10,43620.0,8,3,0.51,0.878,5,0,0.619,0.99,0.371,62.5,2023,Philippine College
"Omitade, Edvard",Ateneo de Manila University,11,62502.0,18,7,5.402,5.604,11,0,0.95,1.555,0.605,61.11,2025,Philippine College
"Santos, Luis",University of the Philippines,15,82080.0,28,10,4.364,3.356,18,0,1.184,1.842,0.658,64.29,2024,Philippine College
"Mapula, Paul",Ateneo de Manila University,11,57552.0,24,10,5.209,4.621,14,0,1.314,2.252,0.938,58.33,2024,Philippine College
"Escodo, Bel",San Beda University,11,50556.0,22,4,7.996,8.031,18,0,1.923,2.35,0.427,81.82,2025,Philippine College
"Barro, Harvy",Mapúa University,14,74508.0,18,11,3.981,4.283,7,0,0.507,1.305,0.797,38.89,2024,Philippine College
"Encaya, Pius",University of the Philippines,11,53130.0,16,6,3.96,4.201,10,0,1.016,1.626,0.61,62.5,2023,Philippine College
"Reyes, Mark",University of the Philippines,10,48600.0,7,0,2.092,2.109,7,0,0.778,0.778,0.0,100.0,2023,Philippine College
"Encaya, Pius",Ateneo de Manila University,14,67200.0,34,9,8.762,8.366,25,0,2.009,2.732,0.723,73.53,2025,Philippine College
"Mapula, Paul",University of Santo Tomas,12,48528.0,15,6,1.004,1.064,9,0,1.001,1.669,0.668,60.0,2025,Philippine College
"Salingay, Sam",Mapúa University,12,60768.0,30,9,5.419,5.824,21,0,1.866,2.666,0.8,70.0,2023,Philippine College
"Mapula, Paul",Mapúa University,12,64728.0,30,12,4.101,3.987,18,0,1.502,2.503,1.001,60.0,2024,Philippine College
"Bacnis, Hugo",University of the Philippines,14,71148.0,25,9,4.541,4.246,16,0,1.214,1.897,0.683,64.0,2025,Philippine College
"Reyes, Mark",San Beda University,10,42180.0,20,8,4.839,4.014,12,0,1.536,2.56,1.024,60.0,2025,Philippine College
"Libarnes, Jaro",Lyceum,13,66690.0,22,9,5.635,6.026,13,0,1.053,1.781,0.729,59.09,2025,Philippine College
"Barro, Harvy",De La Salle University,13,67080.0,31,16,2.638,2.369,15,0,1.208,2.496,1.288,48.39,2024,Philippine College
"Fernandez, Laurence",San Beda University,15,70560.0,28,8,5.42,5.243,20,0,1.531,2.143,0.612,71.43,2025,Philippine College
"Reyes, Mark",Adamson University,14,67536.0,33,15,8.135,9.388,18,0,1.439,2.639,1.199,54.55,2023,Philippine College
"Bacaycay, Kurt",De La Salle University,15,75780.0,28,12,8.375,7.783,16,0,1.14,1.995,0.855,57.14,2025,Philippine College
"Libarnes, Jaro",University of the Philippines,13,74100.0,21,6,2.164,2.606,15,0,1.093,1.53,0.437,71.43,2024,Philippine College
"Cruz, Jan",National University,10,51240.0,13,6,3.024,3.161,7,0,0.738,1.37,0.632,53.85,2025,Philippine College
"Lopez, Ryan",Ateneo de Manila University,10,48240.0,23,12,5.715,5.364,11,0,1.231,2.575,1.343,47.83,2023,Philippine College
"Fernandez, Laurence",University of the Philippines,12,56232.0,15,6,3.656,3.918,9,0,0.864,1.44,0.576,60.0,2024,Philippine College
"Cruz, Jan",Ateneo de Manila University,14,65856.0,7,1,1.22,1.213,6,0,0.492,0.574,0.082,85.71,2023,Philippine College
"Salingay, Sam",De La Salle University,13,60918.0,30,11,4.647,5.376,19,0,1.684,2.659,0.975,63.33,2023,Philippine College
"Encaya, Pius",De La Salle University,11,55506.0,21,9,2.992,3.312,12,0,1.167,2.043,0.876,57.14,2023,Philippine College
"Escodo, Bel",Adamson University,11,56958.0,19,7,3.487,4.103,12,0,1.138,1.801,0.664,63.16,2025,Philippine College
"Libarnes, Jaro",University of Santo Tomas,13,63336.0,24,11,3.962,4.473,13,0,1.108,2.046,0.938,54.17,2023,Philippine College
"Tabelin, Kirvy",University of the Philippines,12,56160.0,19,9,4.128,3.549,10,0,0.962,1.827,0.865,52.63,2025,Philippine College
"Santos, Luis",De La Salle University,15,71460.0,46,17,11.25,10.359,29,0,2.191,3.476,1.285,63.04,2025,Philippine College
"Encaya, Pius",University of Santo Tomas,11,48972.0,16,10,3.676,3.897,6,0,0.662,1.764,1.103,37.5,2024,Philippine College
"Encaya, Pius",National University,11,58344.0,13,7,1.403,1.651,6,0,0.555,1.203,0.648,46.15,2024,Philippine College
"Salingay, Sam",National University,15,73440.0,33,12,5.248,5.463,21,0,1.544,2.426,0.882,63.64,2025,Philippine College
"Santos, Luis",Lyceum,14,70140.0,34,8,8.961,9.036,26,0,2.002,2.618,0.616,76.47,2025,Philippine College
"Cruz, Jan",Ateneo de Manila University,14,69804.0,13,3,2.783,2.762,10,0,0.774,1.006,0.232,76.92,2023,Philippine College
"Tabelin, Kirvy",University of the Philippines,15,66780.0,29,14,6.425,6.928,15,0,1.213,2.345,1.132,51.72,2023,Philippine College
"Encaya, Pius",Mapúa University,13,65130.0,29,8,3.827,4.542,21,0,1.741,2.404,0.663,72.41,2023,Philippine College
"Bacnis, Hugo",Far Eastern University,12,64224.0,11,4,0.703,0.901,7,0,0.589,0.925,0.336,63.64,2024,Philippine College
"Libarnes, Jaro",University of the Philippines,13,56628.0,24,11,5.396,5.613,13,0,1.24,2.289,1.049,54.17,2023,Philippine College
"Lopez, Ryan",Adamson University,11,54912.0,14,6,3.256,3.221,8,0,0.787,1.377,0.59,57.14,2023,Philippine College
"Mapula, Paul",University of Santo Tomas,13,67782.0,29,13,6.901,7.527,16,0,1.275,2.31,1.036,55.17,2024,Philippine College
"Fernandez, Laurence",De La Salle University,15,70470.0,29,12,4.209,3.684,17,0,1.303,2.222,0.92,58.62,2024,Philippine College
"Tabelin, Kirvy",University of the Philippines,14,68460.0,6,1,1.454,1.678,5,0,0.394,0.473,0.079,83.33,2024,Philippine College
"Fernandez, Laurence",University of the Philippines,10,57000.0,11,4,3.335,3.017,7,0,0.663,1.042,0.379,63.64,2023,Philippine College
"Lopez, Ryan",National University,15,69840.0,22,13,4.513,3.47,9,0,0.696,1.701,1.005,40.91,2025,Philippine College
"Bacaycay, Kurt",National University,15,75600.0,38,16,6.729,7.728,22,0,1.571,2.714,1.143,57.89,2023,Philippine College
"Salingay, Sam",Adamson University,10,52200.0,21,3,1.997,1.703,18,0,1.862,2.172,0.31,85.71,2025,Philippine College
"Santos, Luis",Far Eastern University,13,61542.0,13,5,2.187,2.217,8,0,0.702,1.141,0.439,61.54,2024,Philippine College
"Omitade, Edvard",Far Eastern University,10,49380.0,11,4,3.073,2.561,7,0,0.765,1.203,0.437,63.64,2025,Philippine College
"Salingay, Sam",University of the Philippines,15,72990.0,30,12,10.762,11.206,18,0,1.332,2.219,0.888,60.0,2025,Philippine College
"Bacnis, Hugo",Mapúa University,10,47040.0,15,6,3.111,2.994,9,0,1.033,1.722,0.689,60.0,2025,Philippine College
"Salingay, Sam",University of the Philippines,11,61380.0,31,14,6.413,6.489,17,0,1.496,2.727,1.232,54.84,2023,Philippine College
"Santos, Luis",University of Santo Tomas,12,53136.0,13,5,4.531,4.291,8,0,0.813,1.321,0.508,61.54,2023,Philippine College
"Santos, Luis",National University,11,54054.0,24,9,4.873,5.725,15,0,1.499,2.398,0.899,62.5,2023,Philippine College
"Fernandez, Laurence",University of Santo Tomas,15,62190.0,25,7,5.07,4.901,18,0,1.563,2.171,0.608,72.0,2023,Philippine College
"Escodo, Bel",San Beda University,11,51150.0,14,3,3.415,3.052,11,0,1.161,1.478,0.317,78.57,2025,Philippine College
"Escodo, Bel",Adamson University,13,68484.0,9,7,0.864,1.48,2,0,0.158,0.71,0.552,22.22,2024,Philippine College
"Escodo, Bel",Lyceum,13,60762.0,19,4,4.487,4.399,15,1,1.333,1.689,0.355,78.95,2024,Philippine College
"Perez, Angelo",University of Santo Tomas,10,54360.0,11,8,0.388,0.883,3,0,0.298,1.093,0.795,27.27,2024,Philippine College
"Tabelin, Kirvy",University of Santo Tomas,10,44940.0,15,7,3.393,3.718,8,0,0.961,1.802,0.841,53.33,2023,Philippine College
"Encaya, Pius",San Beda University,11,53262.0,20,7,5.816,6.337,13,0,1.318,2.028,0.71,65.0,2023,Philippine College
"Barro, Harvy",University of Santo Tomas,11,57552.0,18,6,4.839,4.833,12,0,1.126,1.689,0.563,66.67,2025,Philippine College
"Tagara, Pedro",Lyceum,11,61182.0,12,6,0.85,0.886,6,0,0.53,1.059,0.53,50.0,2023,Philippine College
"Escodo, Bel",De La Salle University,12,58248.0,25,10,7.847,8.604,15,0,1.391,2.318,0.927,60.0,2023,Philippine College
"Mapula, Paul",Mapúa University,13,62712.0,27,14,8.456,9.19,13,0,1.119,2.325,1.206,48.15,2023,Philippine College
"Perez, Angelo",Lyceum,14,71400.0,31,10,10.849,11.06,21,0,1.588,2.345,0.756,67.74,2025,Philippine College
"Bacaycay, Kurt",Far Eastern University,13,70434.0,16,4,5.281,5.263,12,0,0.92,1.227,0.307,75.0,2024,Philippine College
"Fernandez, Laurence",San Beda University,13,60996.0,30,11,7.343,7.0,19,0,1.682,2.656,0.974,63.33,2024,Philippine College
"Escodo, Bel",National University,14,73332.0,21,7,4.478,4.763,14,0,1.031,1.546,0.515,66.67,2023,Philippine College
"Barro, Harvy",National University,14,77448.0,27,9,5.075,5.898,18,0,1.255,1.883,0.628,66.67,2025,Philippine College
"Lopez, Ryan",Ateneo de Manila University,14,72576.0,33,15,6.356,6.248,18,0,1.339,2.455,1.116,54.55,2025,Philippine College
"Cruz, Jan",De La Salle University,12,61560.0,28,8,5.59,6.231,20,0,1.754,2.456,0.702,71.43,2023,Philippine College
"Reyes, Mark",Far Eastern University,11,60258.0,16,5,3.406,3.587,11,0,0.986,1.434,0.448,68.75,2025,Philippine College
"Encaya, Pius",Far Eastern University,12,52056.0,24,8,6.99,7.306,16,0,1.66,2.49,0.83,66.67,2023,Philippine College
"Fernandez, Laurence",De La Salle University,13,64038.0,23,7,5.269,5.89,16,0,1.349,1.939,0.59,69.57,2023,Philippine College
"Omitade, Edvard",San Beda University,10,46080.0,16,8,3.016,3.216,8,0,0.938,1.875,0.938,50.0,2025,Philippine College
"Aningalan, Jul",University of the Philippines,12,63720.0,36,18,4.845,5.491,18,0,1.525,3.051,1.525,50.0,2025,Philippine College
"Encaya, Pius",University of the Philippines,13,63960.0,9,3,0.813,0.968,6,0,0.507,0.76,0.253,66.67,2023,Philippine College
"Acebedo, James",Mapúa University,10,47580.0,14,6,3.034,3.091,8,0,0.908,1.589,0.681,57.14,2024,Philippine College
"Acebedo, James",San Beda University,14,71904.0,42,22,14.511,14.661,20,0,1.502,3.154,1.652,47.62,2023,Philippine College
"Barro, Harvy",Mapúa University,14,70224.0,25,14,3.921,3.928,11,0,0.846,1.922,1.077,44.0,2025,Philippine College
"Libarnes, Jaro",Lyceum,11,54912.0,22,8,6.723,6.555,14,0,1.377,2.163,0.787,63.64,2025,Philippine College
"Barro, Harvy",Adamson University,14,68460.0,38,12,8.19,8.346,26,0,2.051,2.997,0.947,68.42,2025,Philippine College
"Digal, Diegocarl",De La Salle University,11,53064.0,15,3,2.048,2.46,12,0,1.221,1.526,0.305,80.0,2023,Philippine College
"Aningalan, Jul",University of Santo Tomas,14,62832.0,20,6,4.354,4.401,14,0,1.203,1.719,0.516,70.0,2025,Philippine College
"Tagara, Pedro",National University,10,49320.0,13,4,3.266,2.966,9,0,0.985,1.423,0.438,69.23,2024,Philippine College
"Perez, Angelo",San Beda University,10,40500.0,15,4,1.639,2.053,11,0,1.467,2.0,0.533,73.33,2025,Philippine College
"Tagara, Pedro",Adamson University,13,64584.0,31,10,6.018,6.553,21,0,1.756,2.592,0.836,67.74,2025,Philippine College
"Escodo, Bel",National University,13,62478.0,31,10,6.897,7.119,21,0,1.815,2.679,0.864,67.74,2024,Philippine College
"Tabelin, Kirvy",National University,10,52800.0,10,3,2.072,2.085,7,0,0.716,1.023,0.307,70.0,2025,Philippine College
"Lopez, Ryan",Mapúa University,15,75690.0,26,8,4.06,3.292,18,0,1.284,1.855,0.571,69.23,2025,Philippine College
"Libarnes, Jaro",Mapúa University,15,74160.0,17,4,6.612,6.55,13,0,0.947,1.238,0.291,76.47,2024,Philippine College
"Mapula, Paul",University of the Philippines,15,82080.0,25,10,5.929,5.472,15,0,0.987,1.645,0.658,60.0,2024,Philippine College
"Santos, Luis",Ateneo de Manila University,10,51420.0,30,12,5.543,5.207,18,0,1.89,3.151,1.26,60.0,2024,Philippine College
"Bacnis, Hugo",Adamson University,11,46332.0,16,2,3.105,3.409,14,0,1.632,1.865,0.233,87.5,2025,Philippine College
"Omitade, Edvard",Ateneo de Manila University,14,70056.0,33,17,4.21,4.289,16,0,1.233,2.544,1.31,48.48,2024,Philippine College
"Salingay, Sam",De La Salle University,13,66534.0,20,12,5.628,5.129,8,0,0.649,1.623,0.974,40.0,2024,Philippine College
"Lopez, Ryan",De La Salle University,15,76140.0,28,9,9.108,8.957,19,0,1.348,1.986,0.638,67.86,2023,Philippine College
"Escodo, Bel",University of Santo Tomas,15,66330.0,27,6,6.237,5.497,21,0,1.71,2.198,0.488,77.78,2023,Philippine College
"Libarnes, Jaro",Mapúa University,10,50580.0,12,8,1.745,1.466,4,0,0.427,1.281,0.854,33.33,2023,Philippine College
"Omitade, Edvard",De La Salle University,14,68292.0,14,3,3.847,3.864,11,0,0.87,1.107,0.237,78.57,2025,Philippine College
"Tagara, Pedro",Lyceum,10,52500.0,13,7,2.136,2.601,6,0,0.617,1.337,0.72,46.15,2023,Philippine College
"Lopez, Ryan",Ateneo de Manila University,10,52260.0,11,3,3.424,3.338,8,0,0.827,1.137,0.31,72.73,2023,Philippine College
"Perez, Angelo",Lyceum,11,51942.0,28,13,8.183,8.024,15,0,1.559,2.911,1.352,53.57,2023,Philippine College
"Omitade, Edvard",University of Santo Tomas,11,54846.0,13,2,1.635,1.409,11,0,1.083,1.28,0.197,84.62,2024,Philippine College
"Encaya, Pius",De La Salle University,15,72810.0,29,19,4.861,5.458,10,0,0.742,2.151,1.409,34.48,2024,Philippine College
"Mapula, Paul",University of Santo Tomas,12,58896.0,25,8,4.766,4.95,17,0,1.559,2.292,0.733,68.0,2023,Philippine College
"Libarnes, Jaro",Lyceum,15,62100.0,13,4,2.145,1.999,9,0,0.783,1.13,0.348,69.23,2025,Philippine College
"Aningalan, Jul",Ateneo de Manila University,12,57816.0,26,14,4.624,4.651,12,0,1.121,2.428,1.308,46.15,2024,Philippine College
"Barro, Harvy",University of Santo Tomas,14,74340.0,24,10,6.386,5.544,14,0,1.017,1.743,0.726,58.33,2025,Philippine College
"Tabelin, Kirvy",Adamson University,13,66378.0,13,4,3.791,3.617,9,0,0.732,1.058,0.325,69.23,2023,Philippine College
"Salingay, Sam",University of Santo Tomas,15,64800.0,16,8,4.626,4.728,8,0,0.667,1.333,0.667,50.0,2023,Philippine College
"Reyes, Mark",Far Eastern University,14,66444.0,24,11,6.163,6.398,13,0,1.057,1.951,0.894,54.17,2025,Philippine College
"Tagara, Pedro",University of the Philippines,13,68172.0,38,13,6.383,5.946,25,0,1.98,3.01,1.03,65.79,2023,Philippine College
"Barro, Harvy",Adamson University,13,64506.0,28,14,6.558,6.585,14,1,1.172,2.344,1.172,50.0,2024,Philippine College
"Tagara, Pedro",Mapúa University,15,79920.0,28,7,8.987,9.219,21,0,1.419,1.892,0.473,75.0,2025,Philippine College
